"recipe_id","recipe_name","unit_g","calories_kcal","protein_g","fat_g","saturated_fat_g","carbohydrate_g","dietary_fiber_g","sugar_g","vitamin_c_mg","vitamin_a_ug","vitamin_e_mg","vitamin_b1_mg","vitamin_b2_mg","vitamin_b6_mg","vitamin_b12_ug","sodium_mg","potassium_mg","calcium_mg","magnesium_mg","iron_mg","zinc_mg","phosphorus_mg","nicotinin_mg","folate_ug","alpha_carotene_ug","beta_carotene_ug","water_g","ash_g"
29690,法式麵包炒牛肉,70,152.0,11.65,11.45,5.4,0.3,0.15,0.0,0.35,22.9,0.7,0.0,0.0,0.0,1.8,946.2,1478.9,20.05,13.75,1.45,2.45,91.8,1.8,9.75,0.0,27.85,41.15,5.45
29691,豆芽青醬麵線,30,14.28,0.44,0.86,0.17,1.55,0.54,0.69,2.76,41.06,0.72,0.0,0.01,0.01,0.0,1101.39,1336.43,28.06,6.27,0.46,0.08,10.96,0.06,11.01,0.0,82.12,21.77,5.38
29692,鳳梨排骨,1505,1562.23,114.52,90.04,28.06,86.13,20.4,25.21,234.38,6161.21,25.62,3.56,0.77,2.5,4.26,5406.83,9674.27,978.81,462.04,27.16,16.04,1663.38,16.55,473.9,118.15,11843.89,1179.62,34.9
29693,煎蝦排,1765,1575.57,128.4,74.2,20.14,112.39,19.99,25.24,233.47,6264.88,28.69,2.36,1.02,2.36,9.93,6059.96,9339.58,992.97,445.23,26.29,19.31,2427.17,16.67,572.19,118.15,11843.89,1415.32,35.77
29694,鹹冬瓜蒸小卷,1280,644.44,141.02,2.95,0.0,40.24,0.21,0.0,2.0,55.1,22.9,0.1,0.25,0.0,23.25,2990.79,560.12,388.47,426.22,0.14,11.44,1674.09,5.4,166.1,0.0,3.0,1084.22,11.62
29695,蝦仁燒賣,300,660.93,44.42,49.65,13.83,8.67,1.3,0.41,6.35,69.02,6.5,2.31,0.02,0.04,2.3,622.74,1539.14,59.17,68.51,4.24,7.21,500.9,11.79,15.99,0.0,41.44,196.71,5.16
29696,三鮮魚卷,2512,3481.15,406.44,187.81,70.43,20.55,6.86,2.74,21.83,389.77,18.97,0.6,3.19,3.82,40.36,1421.98,8164.38,299.49,534.34,11.37,15.54,4124.11,54.74,237.74,0.0,200.18,1871.8,25.39
29697,日式紙包菇,235,90.9,8.2,1.2,0.2,19.4,9.95,2.65,0.0,27.05,4.3,0.0,0.05,0.1,0.0,5.55,834.3,24.85,45.7,3.4,2.45,221.05,8.75,112.3,0.0,54.1,205.15,2.55
29698,荸薺蝦球,2180,1316.02,66.94,1.87,0.02,271.15,38.47,0.17,109.37,133.3,11.85,0.18,0.41,2.55,7.01,2372.58,9072.27,154.43,214.61,10.23,10.12,1993.61,17.49,210.31,0.0,266.57,1814.56,25.99
29699,桑椹排骨,455,768.07,67.0,50.19,19.8,11.28,0.94,0.69,24.16,117.47,1.33,3.09,0.32,0.43,3.47,2660.86,2557.21,139.34,88.9,5.07,6.98,775.56,12.47,51.67,0.0,0.0,317.84,11.71
29700,蔥花麵包入菜 | 青芒鴨肉蔥花捲,105,96.51,1.16,6.89,1.1,7.96,0.65,1.97,6.2,32.41,3.54,0.01,0.01,0.01,0.0,287.87,127.31,15.74,10.64,1.29,0.28,26.37,0.14,5.6,42.5,36.27,88.02,0.87
29701,蔥花麵包入菜 | 日式雞肉炸捲,390,553.3,89.3,12.9,4.8,19.5,4.2,8.5,60.4,584.7,4.6,0.0,1.0,0.2,35.6,382.0,1545.8,101.4,144.0,16.1,4.4,861.5,28.1,50.4,10.0,1060.0,263.1,5.3
29702,野蕈麵包布丁,230,178.31,9.24,1.96,1.02,39.84,10.85,1.11,18.28,790.64,3.04,0.15,0.27,0.89,0.08,1024.33,2002.64,128.47,87.43,8.13,1.97,213.81,3.37,66.4,1.89,1557.06,171.57,7.41
29703,肉鬆麵包入菜 | 酸甜夏果麵包球,150,323.85,5.5,1.7,0.9,72.85,2.6,29.85,9.05,59.45,0.55,0.0,0.0,0.0,0.0,83.25,526.05,99.45,21.5,0.75,0.65,83.7,0.5,29.45,0.0,95.45,68.35,0.85
29704,日式鱈魚肝磯煮,610,1036.18,34.67,72.24,12.09,63.89,6.96,33.39,28.48,328.89,28.49,0.06,0.09,0.12,6.0,1776.13,1876.22,193.01,106.95,7.04,2.99,444.97,6.67,65.8,0.0,645.83,430.94,7.93
29705,日式甘露香魚,280,287.97,1.58,0.31,0.11,74.66,3.84,62.91,18.62,187.11,2.86,0.09,0.11,0.18,0.0,7.52,794.03,102.34,36.8,1.96,1.36,83.58,0.88,37.9,0.0,374.22,202.41,1.02
29706,鮭魚水果塔,450,458.9,51.2,12.1,6.0,36.85,5.55,22.5,83.6,593.55,5.4,0.1,0.0,2.0,8.0,148.3,1405.05,63.5,104.35,0.6,2.4,577.35,14.2,106.95,0.0,938.4,348.0,3.1
29707,蜜汁小卷三角飯糰,400,576.33,19.46,3.55,1.31,121.02,8.92,3.25,25.7,445.87,2.58,0.25,0.24,1.08,3.56,286.64,1137.16,133.36,77.02,3.87,4.37,338.12,3.86,128.03,0.9,886.23,253.19,2.55
29708,五柳赤鯮,575,946.4,22.6,20.05,5.75,177.85,7.85,163.35,128.85,6512.35,3.5,1.0,0.0,0.1,1.0,232.7,937.35,83.6,61.95,1.35,3.2,306.05,6.5,57.35,2327.65,11820.45,353.1,2.35
29709,三鮮肝肫,1208,1531.49,133.81,91.64,20.42,43.05,6.59,5.27,33.46,3932.47,35.2,1.22,2.51,2.46,34.5,2811.49,1550.56,433.7,195.79,27.41,12.22,1622.24,18.5,903.31,0.05,227.7,926.9,12.15
29710,繡球干貝,262,622.53,110.12,3.11,1.04,56.7,8.0,5.56,6.0,22.67,9.34,0.68,0.19,0.48,7.03,5980.42,3435.52,168.86,354.95,6.64,10.53,1388.08,9.74,233.63,0.15,36.35,68.23,24.3
29711,脆皮雞腿,120,192.3,6.6,3.9,0.9,50.4,32.1,0.3,2.4,81.0,2.7,0.0,0.0,0.9,0.0,5678.7,8653.8,492.9,103.8,9.9,1.2,157.5,1.2,49.8,55.2,134.4,26.7,32.4
29712,茄蒸肉丸子,1680,1038.07,77.54,51.84,19.32,81.81,22.79,22.04,77.58,1473.46,7.63,2.69,1.33,1.42,3.41,5560.55,9162.0,316.28,276.18,17.33,17.07,1208.1,18.02,176.73,90.5,2195.87,1439.75,33.16
29713,酪梨炒牛肉,400,670.85,45.08,47.52,21.06,18.3,4.0,1.11,32.9,206.31,4.34,0.13,0.25,0.57,6.59,2242.79,2297.37,76.21,75.31,6.36,9.45,477.56,7.34,55.97,88.0,114.02,277.97,11.08
29714,蘆筍肉卷,3262,4486.33,392.5,276.21,105.92,102.67,19.02,59.5,121.35,2284.67,17.24,16.7,3.95,11.67,16.2,6271.04,14589.25,343.73,497.16,25.96,41.99,3199.45,110.6,269.8,88.0,3583.1,2439.43,51.23
29715,椒鹽魚皮,950,612.41,26.72,19.55,8.04,92.51,15.2,21.71,58.28,1201.46,6.81,0.45,0.78,0.73,0.94,3869.55,7212.36,234.71,160.71,12.79,6.51,558.57,4.42,124.58,88.0,1918.01,785.86,25.47
29716,海膽鮭魚壽司,275,529.08,14.62,7.4,1.82,98.42,1.32,0.0,3.11,35.3,4.85,0.05,0.02,0.44,1.2,26.47,227.98,5.86,27.46,0.36,1.96,168.45,3.37,24.6,6.9,29.95,154.34,0.52
29717,牛肉炸飯糰,350,630.43,22.61,13.17,5.4,103.57,1.52,0.23,3.1,96.97,1.55,0.1,0.29,0.2,1.67,1031.59,1600.2,45.36,35.06,2.52,4.04,264.98,2.64,63.76,0.0,1.0,204.65,6.01
29718,稻荷魚肝壽司,308,475.78,11.37,3.02,0.52,102.66,7.07,1.65,18.32,340.93,1.88,0.16,0.07,0.62,0.0,16.68,604.81,82.1,77.81,4.61,3.46,222.51,2.86,65.03,36.31,663.67,189.69,1.31
29719,鮭魚芒果壽司,303,538.35,23.21,4.31,1.95,99.38,2.12,0.0,4.01,333.2,0.78,0.08,0.12,0.77,5.55,59.69,440.22,17.16,47.74,0.78,2.36,268.38,5.78,55.28,0.0,592.03,175.6,1.09
29720,陳醋養生菇,408,249.64,11.1,2.14,0.0,56.43,12.04,28.65,15.97,1188.07,1.4,0.03,0.03,0.26,0.0,2866.25,1022.56,50.57,86.83,5.17,2.76,294.12,9.46,159.25,2.0,2375.26,330.2,10.18
29721,涼拌櫻花珊瑚草,215,314.36,14.4,13.29,2.13,40.79,5.93,13.49,11.97,1891.4,8.62,0.23,0.06,0.99,0.9,185.09,603.13,211.39,70.34,2.01,1.32,282.5,1.43,65.81,716.4,3424.75,144.13,2.71
29722,番茄莎莎,410,179.45,9.02,0.65,0.34,42.66,8.56,7.58,45.21,1188.43,2.07,0.3,0.08,1.29,0.0,932.29,2410.76,66.95,71.93,5.35,1.77,226.72,1.54,46.96,0.0,2376.93,350.18,7.54
29723,蒜味鮑菇拌雞絲,370,335.11,33.3,6.24,0.93,43.34,8.33,10.54,13.92,191.3,2.42,0.18,0.06,0.94,0.0,975.19,2513.13,31.24,69.79,1.86,2.42,493.35,17.63,101.26,22.7,353.2,279.68,8.41
29724,涼拌魚皮,155,95.73,4.45,0.17,0.09,23.12,4.99,3.27,40.76,54.4,0.51,0.09,0.03,0.52,0.0,931.92,1666.79,59.22,42.97,3.73,0.46,98.15,0.69,36.33,18.0,99.45,121.29,5.68
29725,紹興醉雞,367,600.21,50.96,33.96,10.02,11.91,0.15,0.3,9.64,407.05,7.08,0.33,0.54,0.75,1.65,681.44,1315.0,29.96,67.19,3.53,5.67,501.47,13.29,27.29,115.75,563.7,266.16,4.37
29726,梁溪脆鱔,429,146.73,8.32,0.72,0.18,31.27,5.01,4.96,21.63,1862.04,4.38,0.18,0.3,0.74,0.0,3378.92,1365.6,124.34,102.29,6.64,0.9,178.2,3.65,283.62,122.4,3663.18,378.86,9.95
29727,雙鮮炒九層塔,1093,713.14,52.71,38.69,6.25,45.15,10.29,16.07,204.38,3317.01,21.72,0.25,0.18,0.73,3.0,3950.83,2815.17,337.27,118.9,8.54,4.27,1040.03,3.67,190.92,516.0,6371.29,938.42,17.11
29728,醬滷小封,240,842.33,32.59,70.79,28.2,20.46,5.11,5.1,2.84,56.18,9.55,2.05,0.04,0.28,2.0,324.03,755.99,57.9,73.19,5.57,4.74,349.2,8.56,21.57,3.3,14.7,112.82,3.32
29729,客家煎肉餅,340,620.73,49.24,41.29,12.55,15.05,4.72,0.9,13.08,2013.67,4.52,2.3,0.05,0.24,2.3,1553.6,1202.09,174.86,114.15,9.36,8.32,571.63,12.22,38.82,6.0,3928.19,231.63,7.07
29730,客家酥炸小丸子,125,309.34,6.14,2.98,1.46,64.35,3.26,5.11,0.05,1.22,2.49,0.02,0.19,0.21,0.03,584.1,194.2,58.11,48.6,4.57,0.5,66.51,0.51,17.96,0.1,2.75,49.77,1.82
29731,香煎鮭魚佐修隆醬汁,205,683.6,28.19,60.51,39.04,9.56,3.7,0.3,5.82,687.75,5.16,0.05,0.11,1.17,4.59,1195.71,1846.24,158.93,74.82,5.49,1.87,388.49,7.21,51.69,0.0,113.75,100.41,7.32
29732,法式鹽烤牛肉派佐黑胡椒醬,437,917.64,64.48,64.5,31.71,24.22,12.13,3.04,3.13,194.02,7.8,0.03,0.06,0.16,9.0,443.7,1406.09,328.17,131.03,14.62,12.38,463.42,9.24,48.63,0.0,219.44,278.34,5.98
29733,紅醬培根焗烤全蝦,501,471.39,54.38,23.16,4.2,7.75,0.18,0.48,4.08,22.62,14.88,0.08,0.08,0.16,6.28,1561.79,184.07,174.27,49.74,6.48,6.58,840.97,1.64,58.63,0.0,20.3,414.87,4.82
29734,迎春報喜卷,770,1351.3,67.58,17.55,2.39,247.14,27.16,9.28,12.64,7890.96,13.03,0.73,0.98,0.8,0.1,3963.64,3040.3,596.96,255.95,15.45,7.08,914.2,9.91,210.71,2894.16,14335.45,419.17,18.63
29735,九層塔豆乳雞,448,459.24,82.43,8.37,2.07,9.16,2.29,0.03,18.0,2465.92,4.14,0.49,0.4,1.66,1.44,548.14,1298.53,113.24,123.47,4.53,1.98,836.15,28.7,12.71,8.0,4866.49,347.1,5.4
29736,竹筍田樂燒,35,128.11,1.89,10.52,1.64,6.82,0.7,2.71,0.0,5.79,5.3,0.02,0.03,0.03,0.02,1686.97,1368.23,22.43,11.12,0.55,0.29,30.13,0.06,9.16,0.0,0.77,8.99,6.78
29737,巴西里蒜烤小羊排佐法式羊肉醬,65,137.8,4.45,0.95,0.0,28.6,2.95,0.25,2.2,13.75,0.5,0.0,0.0,0.1,0.0,1101.9,1396.85,50.45,40.3,3.55,0.55,54.65,0.6,20.55,0.0,27.3,24.9,5.8
29738,土鳳梨酥,1634,3558.47,34.84,97.66,64.84,671.34,12.0,531.6,120.07,1155.35,6.41,0.05,0.86,0.07,1.19,772.75,2352.55,506.88,182.61,2.73,3.47,604.27,2.46,195.79,0.0,179.7,824.32,4.68
29739,蛋黃酥,517,2635.87,33.34,149.68,58.0,288.74,7.31,40.05,16.45,148.32,7.21,0.05,0.0,0.05,0.0,9.78,462.94,107.86,106.23,4.38,3.48,275.3,3.53,143.9,0.0,0.0,41.66,0.3
29740,奶油麵包入菜 | 棺材板,480,904.98,25.53,80.06,56.01,29.92,5.61,6.15,3.47,791.95,5.87,0.01,0.0,0.1,3.8,1889.86,1801.56,119.56,82.66,2.9,3.19,573.12,8.33,87.54,0.0,4.65,335.28,9.25
29741,紅豆麵包入菜 | 炸紅豆糬,230,465.54,17.61,27.4,7.38,46.68,4.77,28.04,0.53,64.5,8.53,0.55,0.01,0.04,1.5,65.27,579.95,263.97,138.54,2.62,2.69,372.18,7.27,120.56,0.0,7.5,137.0,2.81
29742,花生麵包入菜 | 花生水果披薩,500,383.9,8.75,5.49,1.25,91.55,22.03,52.9,202.16,94.85,30.12,0.06,0.13,0.38,0.0,1173.85,2733.06,339.2,158.2,22.7,2.2,230.01,2.29,130.21,9.44,160.74,385.09,9.13
29743,椰子麵包入菜 | 椰香咖哩雞,305,345.87,56.69,4.05,2.01,20.49,3.41,8.5,6.06,31.14,0.23,0.0,0.01,0.04,0.0,1001.77,2132.02,70.82,99.35,3.27,2.25,472.93,20.29,17.0,19.0,16.87,218.48,7.3
29744,梅干苦瓜燒肉,605,1152.09,48.24,99.48,39.26,19.78,9.29,7.2,113.04,341.21,5.83,3.12,0.08,0.27,3.0,1297.08,1644.46,148.47,99.22,8.2,7.13,514.99,13.02,185.2,0.0,538.31,429.78,7.58
29745,花生炒雞丁,590,287.87,36.38,7.28,2.25,25.45,12.09,8.48,339.58,657.49,3.08,0.47,0.18,1.25,0.6,3954.61,6633.56,219.84,134.12,3.84,3.28,509.63,14.55,128.42,41.5,1212.99,499.27,23.21
29746,蒜苗炒臘肉,680,858.79,40.65,56.47,21.46,60.52,16.31,8.66,338.86,465.81,2.69,0.69,0.23,2.43,1.6,4531.91,5535.36,178.2,136.53,5.14,5.69,743.56,11.03,176.68,39.0,848.88,499.31,23.58
29747,臘味煲仔飯,156,667.7,23.57,58.76,22.14,11.51,0.15,5.05,8.37,9.0,0.98,0.51,0.22,0.6,0.93,3254.89,385.97,8.89,40.26,1.73,2.1,399.6,4.51,24.8,0.0,17.95,53.26,8.92
29748,椒鹽魚片,785,654.26,91.79,6.2,2.22,62.12,12.07,7.2,323.27,469.96,5.3,0.45,0.15,4.16,0.6,4024.35,7039.22,235.37,207.72,8.76,5.6,951.69,51.31,146.32,39.0,851.43,600.34,25.2
29749,薑燒豬肉,520,132.55,0.4,1.6,0.0,33.05,6.9,0.0,55.0,50.0,0.0,0.0,0.05,0.05,0.0,1227.7,2674.6,88.5,80.55,2.05,1.1,123.2,5.2,2.1,0.0,100.0,476.5,8.45
29750,義式寒天蔬菜麵卷,345,907.05,1.2,0.05,0.0,220.65,2.45,2.3,44.15,117.85,0.5,0.0,0.0,0.05,0.0,945.15,1581.9,147.0,46.75,3.0,0.2,107.85,0.55,7.85,2.4,234.6,117.6,5.4
29751,抹茶寒天蓮蓉羊羹,19,63.8,1.41,0.21,0.04,15.97,2.5,10.0,0.05,0.0,0.55,0.0,0.0,0.04,0.0,4.56,88.75,45.87,25.46,2.55,0.23,24.66,0.18,11.99,0.0,0.0,1.02,0.39
29752,黑糖涼粉,125,465.65,0.0,0.0,0.0,120.15,0.05,120.85,1.2,28.8,0.05,0.0,0.0,0.0,0.0,2.05,29.7,4.3,4.75,0.0,0.0,1.0,0.0,1.35,0.0,57.6,4.4,0.0
29753,酒醋水果涼粉,470,294.28,2.99,15.97,2.4,42.17,5.57,0.05,161.96,289.61,3.53,0.15,0.09,0.83,0.0,21.59,436.85,95.82,44.75,0.49,0.5,75.71,0.99,0.95,0.15,579.11,407.44,1.34
29754,泰式蝦仁涼粉,650,650.05,76.09,4.51,1.82,83.33,8.75,62.05,97.15,2572.47,6.43,0.16,0.16,1.28,4.8,2374.68,2318.88,142.47,118.63,5.93,5.2,1345.51,19.02,99.43,254.25,4988.35,476.15,11.22
29755,日式味噌台灣鯛,1020,601.13,82.51,17.79,4.71,38.62,8.67,1.08,66.31,131.41,5.02,0.15,0.26,1.16,8.91,342.97,3144.67,206.1,218.98,3.78,5.96,893.28,18.79,79.19,9.0,242.06,872.94,8.07
29756,絲瓜蒸蛋盅,830,448.52,52.39,16.36,5.83,30.39,6.45,10.64,37.23,301.79,3.75,0.33,1.87,0.71,63.85,2647.29,2459.47,604.89,221.85,18.46,4.27,739.67,3.37,326.29,0.0,19.2,716.88,14.36
29757,酸菜煲豬五花,490,1319.9,59.8,100.0,39.0,78.8,59.15,1.5,24.15,87.4,3.0,3.0,1.0,1.0,3.0,1517.25,3708.3,181.65,200.25,6.5,11.0,865.25,16.05,61.0,0.0,30.6,238.55,13.85
29758,紅咖哩燴時蔬,525,357.6,14.9,8.4,0.6,72.45,29.1,18.0,83.0,3544.0,57.5,0.0,0.0,0.6,0.0,397.85,1983.05,555.65,241.6,41.6,2.95,400.9,3.9,151.4,1180.6,6499.5,422.05,7.3
29759,養生菇蒸飯,230,214.9,27.8,1.8,0.9,25.9,6.0,6.0,15.0,1113.9,1.6,0.0,0.3,0.0,10.5,14.9,1009.6,30.2,64.5,5.5,1.9,343.6,11.5,107.8,455.0,1981.0,172.3,3.2
29760,果香沙拉,985,1148.39,27.66,58.08,11.35,143.18,18.88,51.42,222.98,3336.42,26.05,0.85,1.33,1.18,1.06,1929.15,3440.3,288.08,140.44,5.46,4.94,609.94,14.43,220.29,1157.67,5681.2,744.31,11.82
29761,涼拌三絲,385,151.6,10.23,3.85,0.48,26.55,7.31,7.59,26.26,3442.9,3.49,0.13,0.09,0.61,0.0,1180.1,2116.6,110.4,60.87,4.25,1.9,176.83,1.07,150.61,1242.82,6265.67,336.73,7.63
29762,香草烤帶子,510,557.52,99.96,8.8,2.26,38.76,8.69,7.01,185.09,1084.38,10.88,0.32,0.22,1.28,7.02,4963.91,2363.39,167.22,314.76,6.63,10.11,1282.64,10.59,70.69,18.2,2150.82,343.04,19.45
29763,西芹山藥泥,165,150.58,2.87,10.38,1.72,12.5,2.27,1.77,11.1,60.65,4.9,0.17,0.03,0.15,0.07,286.27,504.8,57.93,21.55,1.26,0.83,66.97,0.56,20.57,0.15,83.79,137.55,1.77
29764,奶油玉米鮭魚飯,865,1844.64,110.65,58.62,31.31,220.36,19.2,17.5,22.41,580.88,9.14,1.87,1.25,3.76,13.14,1276.29,4220.05,89.24,516.17,3.86,10.83,1905.36,47.35,188.13,7.2,255.41,464.64,15.45
29765,御燒豚菇串,840,709.23,66.43,2.53,0.15,111.65,11.25,76.27,27.19,165.04,3.55,0.15,0.33,3.07,0.0,4487.59,3147.81,188.05,235.06,8.07,6.21,831.15,35.26,220.25,0.0,306.06,647.78,15.65
29766,雙蔬炒牛肉,600,259.45,22.26,16.05,7.45,12.45,8.04,2.51,151.1,2136.41,2.95,0.2,0.36,0.69,2.4,1191.2,2713.66,533.45,131.29,7.05,5.26,289.24,5.71,373.4,2.65,4247.64,538.95,10.31
29767,泡菜雞腿排,205,260.75,25.0,15.4,4.2,3.75,1.8,0.6,7.2,224.2,3.4,0.0,0.0,0.0,1.4,1353.45,1805.1,62.05,39.6,2.2,2.8,258.15,6.2,26.4,0.0,358.8,153.45,7.4
29768,紫山藥香煎豬肉,105,225.05,19.55,14.5,5.2,1.65,0.15,0.0,1.05,14.7,0.0,1.0,0.0,1.0,1.0,916.1,345.7,5.65,15.6,1.1,2.05,134.6,6.05,4.4,0.0,0.0,65.1,3.2
29769,番茄燉牛肉,285,248.39,17.94,15.39,7.25,10.46,1.8,3.86,24.58,881.15,2.06,0.13,0.03,0.29,2.4,1243.8,668.45,28.06,37.99,3.11,3.8,182.66,3.38,12.11,0.15,1738.33,236.52,4.65
29770,薑片小卷燒,110,57.4,9.35,0.5,0.2,5.2,0.35,0.0,2.25,5.9,1.6,0.0,0.0,0.0,1.6,1986.75,1392.0,43.7,33.0,0.3,0.85,122.35,0.25,13.8,0.0,4.0,86.95,8.0
29771,蔬菜雞肉凍,529,226.0,28.23,1.66,0.14,30.85,10.53,20.74,98.28,15554.66,1.34,0.21,0.29,0.7,0.0,291.37,1256.52,101.46,83.79,2.32,1.3,373.94,9.67,128.85,5788.33,28198.43,465.65,3.61
29772,鮭魚干貝凍,205,330.4,48.2,12.05,6.0,3.95,1.3,0.0,6.05,125.15,2.05,0.0,0.0,2.05,8.0,150.0,885.8,37.0,88.15,2.65,2.05,498.35,14.1,22.2,0.0,2.25,140.55,2.3
29773,菇菇雞肉凍,460,530.3,81.24,12.52,4.48,29.5,14.8,2.18,6.99,158.22,1.2,0.35,0.87,0.41,0.47,1166.17,3082.77,74.35,157.7,5.71,3.48,998.28,32.57,153.46,0.0,2.55,329.96,10.44
29774,逢甲夜市美食．茶香刈包,155,376.0,16.1,33.0,13.0,3.25,1.65,0.5,7.1,354.8,1.5,1.0,0.0,0.0,1.0,288.35,399.15,39.55,24.85,1.6,2.1,158.9,4.55,12.5,22.7,650.2,100.55,2.05
29775,逢甲夜市美食．那個捲,330,330.05,66.8,3.05,0.0,4.4,1.0,0.7,15.3,172.45,0.85,0.0,0.0,0.1,0.0,203.95,1043.6,13.0,90.4,0.3,0.2,688.6,24.2,8.0,2.5,289.7,255.45,3.35
29776,燉滷肉,1205,2110.8,103.58,35.69,7.69,368.35,30.37,242.15,13.9,290.1,23.51,0.46,1.53,5.36,0.94,25267.09,3636.76,856.16,517.38,30.66,10.85,1656.63,6.28,412.11,0.0,218.33,637.91,59.56
29777,蝦仁炒蛋,1156,913.72,77.31,30.23,10.2,102.17,22.82,10.57,156.37,1137.29,10.78,0.97,1.78,2.5,9.24,7193.02,6979.93,514.75,228.37,16.7,10.08,1482.39,9.32,516.51,114.25,1398.27,913.22,32.43
29778,炸蛋羅望醬,46,63.72,0.55,0.24,0.03,16.19,1.18,0.2,9.66,156.32,0.66,0.0,0.01,0.07,0.0,919.07,1400.44,20.78,9.31,0.71,0.32,16.39,0.27,2.41,12.84,306.23,24.0,4.97
29779,白斬雞,1740,1353.83,102.5,60.5,17.4,117.9,28.26,10.41,219.97,1100.81,16.93,1.2,1.82,3.09,7.95,5177.24,7624.11,502.63,317.36,16.9,14.28,1557.89,26.48,444.48,114.25,1496.0,1431.1,28.66
29780,泰式涼拌雞絲,1465,887.45,77.03,37.36,9.69,66.43,10.91,28.19,105.43,794.38,8.3,0.3,0.27,0.82,5.74,21571.23,4323.51,443.73,609.03,13.57,10.5,746.4,20.2,72.61,192.7,1290.78,1218.5,65.62
29781,烤味噌魚,1926,2351.2,307.59,83.01,38.93,92.37,19.69,8.63,185.42,1452.24,18.65,3.16,3.04,10.43,45.66,5770.47,9443.18,376.48,509.57,9.21,17.42,3483.61,79.09,473.19,114.25,1097.62,1417.92,38.64
29782,粉蒸排骨,45,55.37,1.77,1.0,0.16,10.38,1.54,5.0,0.0,213.92,1.72,0.02,0.06,0.11,0.0,1563.98,131.55,8.52,17.46,1.15,0.18,32.69,0.37,9.38,62.02,396.84,27.54,4.31
29783,麻辣臭豆腐,800,984.4,73.98,66.93,10.49,21.29,8.81,0.0,4.52,348.2,32.54,0.06,0.06,4.26,0.0,2632.0,286.86,242.18,72.19,76.1,3.06,605.01,0.82,191.43,20.3,574.3,631.12,6.68
29784,百頁福袋,725,902.67,63.25,50.28,15.76,53.55,9.19,14.43,25.82,7843.85,2.72,3.09,0.06,0.41,3.0,1494.58,3395.73,133.65,129.71,6.84,9.68,789.7,17.11,50.84,2894.16,14115.2,552.57,11.37
29785,豆瓣草魚,655,889.21,87.97,42.36,14.68,44.99,7.96,1.71,13.83,274.62,8.85,0.29,0.15,1.47,9.0,2418.24,3353.12,81.83,139.67,2.94,6.01,985.89,10.24,108.22,62.02,410.29,464.91,14.8
29786,鮮菇百匯,560,210.33,15.65,5.3,1.01,42.05,20.6,8.0,12.15,502.39,1.0,0.1,0.2,0.1,0.0,928.35,2771.35,46.15,98.2,6.0,5.1,432.7,14.15,225.8,138.49,935.56,491.55,9.9
29787,肉末蒸芋頭,60,73.4,6.25,1.8,0.6,11.05,3.2,5.0,7.95,15.2,1.4,0.05,0.0,0.05,0.05,1170.8,1569.25,45.25,30.9,1.75,0.85,92.8,0.7,2.25,4.2,26.2,35.25,6.1
29788,芒果慕斯,217,959.19,1.74,81.16,56.72,61.73,0.74,54.88,20.42,786.24,3.69,0.04,0.01,0.02,0.04,345.51,186.53,39.8,9.89,0.22,0.12,55.33,0.07,1.68,0.0,0.48,70.89,1.47
29789,油悶筍,555,682.6,21.91,48.19,7.77,42.35,0.0,7.5,0.0,23.02,12.93,1.78,0.07,0.26,0.0,22587.71,384.55,20.86,66.41,17.15,0.62,420.26,0.21,30.69,0.26,44.74,385.8,56.73
29790,簡單版提拉米蘇,188,977.31,7.61,91.53,60.13,36.75,0.0,32.93,0.04,987.11,4.91,0.1,0.22,0.14,1.34,350.46,109.37,99.61,8.09,2.21,1.45,269.39,0.12,64.65,0.0,0.87,50.39,1.85
29791,冰淇淋蛋糕,467,1227.71,12.45,96.78,63.64,86.66,0.01,80.67,0.22,1001.67,4.09,0.05,0.11,0.07,3.36,445.31,487.27,329.73,32.53,1.15,0.74,375.74,0.06,35.63,0.0,13.99,269.25,4.19
29792,盆栽蛋糕,369,1463.0,11.56,135.98,90.33,57.64,0.41,42.34,3.64,1767.41,6.41,0.1,0.22,0.14,2.44,551.93,307.37,229.46,23.85,2.76,1.45,377.02,0.17,66.95,0.0,686.37,160.99,3.55
29793,蔬菜起士蛋土司,155,266.88,19.35,15.73,7.49,13.05,0.6,1.41,0.74,247.44,2.49,0.14,0.64,0.14,1.09,1478.73,1484.22,187.76,25.25,2.8,2.16,315.02,0.36,93.18,0.54,37.69,99.84,7.06
29794,迷你米比薩,163,389.88,13.56,16.74,6.36,45.86,2.55,6.96,23.22,25.32,0.24,0.31,0.1,0.16,0.5,654.19,245.46,24.82,39.29,3.73,1.98,137.35,4.73,15.68,3.15,23.1,84.47,2.37
29795,蘆筍蟹肉棒烏龍涼麵,255,599.29,22.22,1.64,0.0,125.51,2.82,0.4,2.4,41.6,1.18,0.1,0.04,0.68,0.3,1953.09,1530.46,131.51,61.34,1.76,2.32,375.05,1.88,49.8,0.0,82.2,97.05,8.6
29796,番茄搗蛋湯,315,231.03,18.57,12.11,4.16,15.23,2.14,3.79,24.27,1011.78,3.4,0.2,0.45,0.27,1.31,4045.39,1855.66,91.98,31.71,3.15,1.84,288.19,0.92,46.86,0.0,1725.53,255.05,14.06
29797,勇氣炒雞塊,159,208.03,21.69,2.79,0.31,24.41,3.6,7.35,10.6,149.68,2.52,0.0,0.0,0.31,0.0,1067.11,706.04,70.54,63.86,4.49,0.37,251.32,6.87,19.06,3.13,282.99,106.54,4.37
